OrderNumber,Month,DayNite,SalesPerson,ProductID,ShoeBrand,ShoeStyle,ShoeColor,ShoeGender,Price,StoreCity,CustGender,CustAge,OnSale,discount,AgeGP,Cost
GER605,February,PM,Alfonso,382128,ASICS,GEL-Super J33?,White,M,94.95,GERMANTOWN,M,44,N,0,36-45,54.3
GER606,February,PM,Alfonso,200280,Nike,Nike Free 4.0 Flyknit,Blue,M,109.99,GERMANTOWN,M,13,N,0,18-25,24.64
COR607,February,PM,Gary,200279,Nike,Air Jordan 2,Black/Orange,M,74.97,CORDOVA,M,57,N,0,Over 55,84.93
COL608,February,PM,Alfonso,200186,Nike,Nike Flyknit Lunar,Grey/Pink,W,109.99,COLLIERVILLE,F,28,N,0,26-35,100.26
MEM609,February,PM,Alfonso,408680,Brooks,Glycerin,Black,W,119.99,MEMPHIS,F,50,N,0,45-55,88.63
MEM610,February,PM,Alfonso,445174,Nike,Air Jordan,Black/White,M,159.99,MEMPHIS,M,38,N,0,36-45,118.36
BAR611,February,PM,Alfonso,392568,ASICS,GEL-Cumulus? 16 G-TX?,White/Grey,M,134.95,BARTLETT,M,27,N,0,26-35,110.61
MEM612,February,PM,Alfonso,200257,Nike,LeBron Xiii,Blue/Black,M,200,MEMPHIS,M,16,N,0,18-25,149.29
COR613,February,PM,Kevin,200228,Nike,Nike Free 4.0,Black/Purple,M,90,CORDOVA,M,45,N,0,36-45,79.12
BAR614,February,PM,Alfonso,200167,Nike,Nike Flyknit Lunar,Grey/Red,W,109.99,BARTLETT,F,47,N,0,45-55,70.47
MEM615,February,PM,Alfonso,422757,Nike,Air Jordan,Green,M,159.99,MEMPHIS,M,29,N,0,26-35,154.18
BAR616,February,PM,Alfonso,384695,Brooks,Glycerin,Black/Blue,W,119.99,BARTLETT,F,44,N,0,36-45,113.88
MEM617,February,PM,Alfonso,407718,ASICS,GEL-Kayano? 21,White/Grey,M,159.95,MEMPHIS,M,20,N,0,18-25,172.22
BAR618,February,PM,Alfonso,200249,Nike,LeBron Xiii,Blue/Blue,M,200,BARTLETT,M,22,N,0,18-25,217.08
GER619,February,PM,Kevin,200295,Nike,LeBron Xiii,Black/Red/Aqua,M,200,GERMANTOWN,M,22,N,0,18-25,57.81
GER620,February,PM,Alfonso,200137,Nike,Nike Free Trainer 5.0 V7,Lt Blue/Lime/Yello,W,69.97,GERMANTOWN,F,18,N,0,18-25,37.97
MEM621,February,PM,Alfonso,411846,Nike,Air Jordan 2,Purple,M,174.99,MEMPHIS,M,52,N,0,45-55,171.13
MEM622,February,PM,Alfonso,409507,Brooks,Glycerin,Black/Blue,W,119.99,MEMPHIS,F,51,N,0,45-55,62.75
COR623,February,AM,Alfonso,409257,Nike,Nike Flyknit Lunar,Black/Purple,M,109.99,CORDOVA,M,54,N,0,45-55,91.86
COR624,February,AM,Alfonso,200261,Nike,Nike Free 4.0 Flyknit,Orange/Aqua,W,109.99,CORDOVA,F,43,N,0,36-45,114.78
GER625,February,AM,Alfonso,385543,Saucony,Echelon,White,W,88.99,GERMANTOWN,F,44,N,0,36-45,23.47
BAR626,February,AM,Alfonso,388255,Nike,Air Jordan 2,Grey/Pink,M,174.99,BARTLETT,M,15,N,0,18-25,96.47
COL627,February,AM,Alfonso,409288,Brooks,Glycerin,White/Grey,W,119.99,COLLIERVILLE,F,65,N,0,Over 55,43.36
MEM628,February,AM,Alfonso,399834,Nike,Air Jordan 2,White/Black,M,174.99,MEMPHIS,M,55,N,0,45-55,130.89
COL629,February,PM,Alfonso,364819,Brooks,Glycerin,Grey/Aqua,W,119.99,COLLIERVILLE,F,55,N,0,45-55,25.3
COR630,February,PM,Alfonso,409279,Brooks,Glycerin,Black/Red/Aqua,W,119.99,CORDOVA,F,19,N,0,18-25,73.7
BAR631,February,PM,Alfonso,409242,Brooks,Glycerin,Grey/White/Green,W,119.99,BARTLETT,F,54,N,0,45-55,45.06
COR632,February,PM,Alfonso,410104,Brooks,Glycerin,Blue/White,W,119.99,CORDOVA,F,51,N,0,45-55,72.14
GER633,February,PM,Alfonso,407698,ASICS,GEL-Evate? 3,Red,M,149.95,GERMANTOWN,M,22,N,0,18-25,110.77
BAR634,February,PM,Alfonso,200238,Nike,Nike Flyknit Lunar,Blue/Green,M,109.99,BARTLETT,M,21,N,0,18-25,64.81
COR635,February,PM,Kevin,200217,Nike,Nike LunarGlide,Black/White,M,120,CORDOVA,M,23,N,0,18-25,106.52
GER636,February,PM,Alfonso,200160,Nike,Nike Roshe One,Multi,W,95,GERMANTOWN,F,28,N,0,26-35,63.52
BAR637,February,PM,Alfonso,362192,Brooks,Glycerin,White/Black,W,119.99,BARTLETT,F,34,N,0,26-35,80.96
COL638,February,PM,Alfonso,382010,Nike,Air Jordan 2,White,M,174.99,COLLIERVILLE,M,56,N,0,Over 55,93.52
COL639,February,AM,Alfonso,385563,Brooks,Glycerin,Red,W,119.99,COLLIERVILLE,F,35,N,0,26-35,94.75
BAR640,February,AM,Alfonso,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,W,100,BARTLETT,F,37,N,0,36-45,81.57
COL641,February,AM,Alfonso,409239,Brooks,Glycerin,White,W,119.99,COLLIERVILLE,F,29,N,0,26-35,74.84
BAR642,February,AM,Alfonso,445173,Reebok,Smoothflex Flyer,White,W,69.95,BARTLETT,F,61,N,0,Over 55,46.03
COL643,February,PM,Alfonso,385563,Brooks,Glycerin,Red,W,119.99,COLLIERVILLE,F,35,N,0,26-35,43.13
MEM644,February,PM,Alfonso,411863,Nike,Air Jordan 2,White,M,174.99,MEMPHIS,M,61,N,0,Over 55,79.26
BAR645,February,PM,Alfonso,385564,Brooks,Glycerin,Grey/Green,W,119.99,BARTLETT,F,23,N,0,18-25,121.35
COR646,February,PM,Alfonso,364815,Brooks,Glycerin,White/Black,W,119.99,CORDOVA,F,64,N,0,Over 55,117.91
COR647,February,PM,Alfonso,347280,Brooks,Ghost,Orange,W,99.99,CORDOVA,F,24,N,0,18-25,32.85
COR648,February,PM,Alfonso,200273,Nike,Nike Zoom Pegagus,Orange,W,99.99,CORDOVA,F,25,N,0,18-25,75.3
MEM649,February,PM,Felipe,363780,ASICS,GEL-Noosafast?,Red,M,99.95,MEMPHIS,M,41,N,0,36-45,101.02
GER650,February,PM,Felipe,200215,Nike,Nike Zoom Speed Trainer,Blue/Grey,M,90,GERMANTOWN,M,31,N,0,26-35,25.79
COR651,February,PM,Kevin,200220,Nike,Nike Free 5.0,Black/White,M,140,CORDOVA,M,27,N,0,26-35,70.16
GER652,February,PM,Felipe,200173,Nike,Nike Zoom Pegagus,Multi,W,99.99,GERMANTOWN,F,28,N,0,26-35,95.76
BAR653,February,PM,Alfonso,385489,Brooks,Glycerin,White/Black,W,119.99,BARTLETT,F,29,N,0,26-35,136.75
MEM654,February,PM,Felipe,422758,Reebok,YourFlex MT,White/Black,W,69.95,MEMPHIS,F,64,N,0,Over 55,40.25
BAR655,March,PM,Alfonso,347280,Brooks,Ghost,Orange,W,99.99,BARTLETT,F,24,N,0,18-25,111.05
MEM656,March,PM,Felipe,385614,Brooks,Ghost,Aqua/Black/White,W,99.99,Memphis,F,40,N,0,36-45,36.91
MEM657,March,PM,Felipe,384551,Nike,Air Jordan 2,Black,M,174.99,MEMPHIS,M,34,N,0,26-35,104.42
MEM658,March,PM,Felipe,200294,Nike,Air Jordan 2,Blue/White,M,174.99,MEMPHIS,M,17,N,0,18-25,198.89
COR659,March,PM,Kevin,200235,Nike,Air Jordan 2,Black/White,M,174.99,CORDOVA,M,27,N,0,26-35,82.96
MEM660,March,PM,Felipe,200140,Nike,Nike Zoom Pegagus,Multi,W,99.99,MEMPHIS,F,26,N,0,26-35,114.71
MEM661,March,PM,Alfonso,409519,Nike,Air Jordan 2,White,W,174.99,MEMPHIS,F,15,N,0,18-25,124
BAR662,March,PM,Felipe,411848,Reebok,Smoothflex Flyer,Red/Purple,W,69.95,BARTLETT,F,60,N,0,Over 55,63.26
COR663,March,PM,Alfonso,347280,Brooks,Ghost,Orange,W,99.99,CORDOVA,F,29,N,0,26-35,108.05
BAR664,March,PM,Felipe,385549,Nike,Nike Flyknit Lunar,Black/Red,M,109.99,BARTLETT,M,56,N,0,Over 55,89.09
COL665,March,PM,Felipe,384554,Nike,Nike Zoom LeBron Soldier VIII iD,Black/Red,M,170,COLLIERVILLE,M,19,N,0,18-25,194.97
MEM666,March,PM,Felipe,200265,Nike,Air Jordan 2,Blue/Yellow,M,174.99,MEMPHIS,M,31,N,0,26-35,63.4
COR667,March,PM,Kevin,200245,Nike,Air Jordan 2,Black/White,M,174.99,CORDOVA,M,32,N,0,26-35,185.21
GER668,March,PM,Felipe,200127,Nike,Nike Zoom Pegagus,Orange,W,99.99,GERMANTOWN,F,19,N,0,18-25,52.07
GER669,March,PM,Alfonso,385495,Brooks,Glycerin,Grey/Aqua,W,119.99,GERMANTOWN,F,50,N,0,45-55,71.6
MEM670,March,PM,Felipe,304621,Nike,Nike Flyknit Lunar,Aqua,M,109.99,MEMPHIS,M,37,N,0,36-45,29.34
BAR671,March,PM,Felipe,385512,Nike,Nike Zoom LeBron Soldier VIII iD,Black/Red,M,170,BARTLETT,M,22,N,0,18-25,89.7
GER672,March,PM,Felipe,200288,Nike,Nike Zoom Pegagus,White,W,99.99,GERMANTOWN,F,46,N,0,45-55,71.69
COL673,March,PM,Cindy,200191,Nike,Nike Zoom Pegagus,Orange,W,99.99,COLLIERVILLE,F,38,N,0,36-45,86.24
COR674,March,PM,Kevin,200264,Nike,Air Jordan 2,Black/White,M,174.99,CORDOVA,M,19,N,0,18-25,62.64
GER675,March,PM,Alfonso,409379,Brooks,Glycerin,Grey/Pink,W,119.99,GERMANTOWN,F,40,N,0,36-45,63.61
COL676,March,PM,Felipe,409275,Nike,Nike Flyknit Lunar,Black,M,109.99,COLLIERVILLE,M,22,N,0,18-25,37.82
BAR677,March,PM,Felipe,409530,Nike,Nike Zoom LeBron Soldier VIII iD,Black/Grey,M,170,BARTLETT,M,19,N,0,18-25,182.07
MEM678,March,PM,Felipe,200292,Nike,LeBron Xiii,Green,M,200,MEMPHIS,M,18,N,0,18-25,167.59
GER679,March,PM,Cindy,200194,Nike,LeBron Xiii,Orange/Black,W,200,GERMANTOWN,F,30,N,0,26-35,206.85
BAR680,March,PM,Kevin,200268,Nike,Air Jordan 2,Black/White,M,174.99,BARTLETT,M,32,N,0,26-35,49.45
BAR681,March,PM,Alfonso,384700,Nike,Nike Zoom Pegagus,Purple,W,99.99,BARTLETT,F,39,N,0,36-45,58.71
MEM682,March,PM,Felipe,409240,Nike,Nike Flyknit Lunar,Black,M,109.99,MEMPHIS,M,55,N,0,45-55,111.63
BAR683,March,PM,Felipe,384696,Nike,LeBron Xiii,Black/Orange,M,100,BARTLETT,M,39,N,0,36-45,54.73
MEM684,March,PM,Samuel,200226,Nike,Air Jordan 2,Green/Black,M,174.99,MEMPHIS,M,31,N,0,26-35,128.86
GER685,March,PM,Cindy,200135,Nike,Nike Zoom Pegagus,Orange/Red,W,99.99,GERMANTOWN,F,30,N,0,26-35,109.02
GER686,March,PM,Gary,200281,Nike,Air Jordan 2,Black/White,M,174.99,GERMANTOWN,M,40,N,0,36-45,150.36
COL687,March,PM,Alfonso,384691,Nike,Nike Zoom Pegagus,White,W,99.99,COLLIERVILLE,F,35,N,0,26-35,105.76
MEM688,March,PM,Samuel,409481,Nike,Nike Flyknit Lunar,Black,M,109.99,MEMPHIS,M,55,N,0,45-55,77.48
MEM689,March,PM,Samuel,200247,Nike,Air Jordan 2,Green/Pink,M,174.99,MEMPHIS,M,38,N,0,36-45,192.41
COL690,March,PM,Samuel,363289,Nike,Nike Zoom LeBron Soldier VIII iD,Black/White,M,170,COLLIERVILLE,M,17,N,0,18-25,193.01
GER691,March,PM,Ashley,200145,Nike,Nike Zoom Pegagus,White,W,99.99,GERMANTOWN,F,18,N,0,18-25,109.33
GER692,March,PM,Ashley,200145,Nike,Nike Zoom Pegagus,White,W,99.99,GERMANTOWN,F,18,N,0,18-25,36.06
GER693,March,PM,Cindy,200209,Nike,Nike Zoom Pegagus,White,W,99.99,GERMANTOWN,F,30,N,0,26-35,30.82
GER694,March,PM,Cindy,200124,Nike,Nike Zoom Pegagus,Pink,W,99.99,GERMANTOWN,F,51,N,0,45-55,111.36
COR695,March,PM,Gary,200282,Nike,Air Jordan 2,Black/White,M,174.99,CORDOVA,M,52,N,0,45-55,62.31
COL696,March,PM,Alfonso,363309,Brooks,Glycerin,White/Black,W,119.99,COLLIERVILLE,F,51,N,0,45-55,67.59
MEM697,March,PM,Samuel,409269,Nike,Nike Flyknit Lunar,Black/Grey,M,109.99,MEMPHIS,M,41,N,0,36-45,72.38
GER698,March,PM,Ashley,200134,Nike,Nike Roshe One,White,W,95,GERMANTOWN,F,42,N,0,36-45,108.71
COL699,March,PM,Ashley,200134,Nike,Nike Roshe One,White,W,95,COLLIERVILLE,F,42,N,0,36-45,20.62
COR700,March,PM,Cindy,200198,Nike,Nike Air Force 1,White,W,59.95,CORDOVA,F,59,N,0,Over 55,34.09
COL701,March,PM,Samuel,200300,Nike,Air Jordan 2,Green/White,M,174.99,COLLIERVILLE,M,19,N,0,18-25,68.66
GER702,March,PM,Samuel,409532,Nike,Air Jordan 2,Black/White,M,179.97,GERMANTOWN,M,46,N,0,45-55,173.48
GER703,March,PM,Ashley,200146,Nike,Nike LunarGlide,White,W,110,GERMANTOWN,F,48,N,0,45-55,103.22
GER704,March,PM,Ashley,200146,Nike,Nike LunarGlide,White,W,110,GERMANTOWN,F,48,N,0,45-55,48.48
GER705,March,PM,Cindy,200156,Nike,Nike AF-1 Ultra Force Mid,White/Black,W,100,GERMANTOWN,F,59,N,0,Over 55,70.47
COL706,March,PM,Cindy,200138,Nike,Nike Zoom Fit,Pink,W,69.97,COLLIERVILLE,F,14,N,0,18-25,22
GER707,March,PM,Gary,200239,Nike,Nike Shox,Black/White/Purple,M,99.97,GERMANTOWN,M,53,N,0,45-55,22.81
GER708,March,PM,Alfonso,409529,Saucony,Saucony Triumph,White/Pink,W,88.89,GERMANTOWN,F,30,N,0,26-35,100.83
MEM709,March,PM,Samuel,409256,Brooks,Ghost,White/Black,W,99.99,MEMPHIS,F,55,N,0,45-55,46.04
GER710,March,PM,Ashley,200142,Saucony,Saucony Triumph,White,W,88.89,GERMANTOWN,F,24,N,0,18-25,61.04
COL711,March,PM,Ashley,200142,Saucony,Saucony Triumph,White,W,88.89,COLLIERVILLE,F,26,N,0,26-35,67.73
MEM712,March,PM,Cindy,200199,Nike,Nike Roshe One,White,M,69.95,MEMPHIS,M,30,N,0,26-35,16.95
COL713,March,PM,Samuel,200240,Nike,Nike Free 5.0,Grey,M,140,COLLIERVILLE,M,33,N,0,26-35,114.58
COL714,March,PM,Ashley,200143,Saucony,Saucony Triumph,White,W,88.89,COLLIERVILLE,F,34,N,0,26-35,94.71
COR715,March,PM,Ashley,200143,Saucony,Saucony Triumph,White,W,88.89,CORDOVA,F,32,N,0,26-35,77.11
BAR716,March,PM,Cindy,200205,Saucony,Saucony Triumph,White,W,88.89,BARTLETT,F,47,N,0,45-55,57.78
BAR717,March,PM,Samuel,384562,Nike,Air Jordan 2,Blue,M,74.97,BARTLETT,M,37,N,0,36-45,56.94
GER718,March,PM,Ashley,200154,Saucony,Saucony Triumph,White,W,88.89,GERMANTOWN,F,42,N,0,36-45,65.86
COR719,March,PM,Ashley,200154,Saucony,Saucony Triumph,White,W,88.89,CORDOVA,F,42,N,0,36-45,23.62
COR720,March,PM,Cindy,200182,Saucony,Saucony Triumph,White/Black,W,88.89,CORDOVA,F,55,N,0,45-55,48.37
COL721,March,PM,Cindy,200174,Saucony,Saucony Triumph,Pink,W,88.89,COLLIERVILLE,F,52,N,0,45-55,66.34
GER722,March,PM,Gary,200211,Nike,LeBron Xiii,Blue,M,200,GERMANTOWN,M,18,N,0,18-25,130.09
BAR723,March,PM,Felipe,387360,New Balance,W1490,Aqua/Black,W,67.99,BARTLETT,F,62,N,0,Over 55,49.78
MEM724,March,PM,Samuel,325199,Nike,Nike Flyknit Lunar,Black/White,M,109.99,MEMPHIS,M,59,N,0,Over 55,92.05
BAR725,March,PM,Cindy,200256,Nike,Air Jordan 2,Grey,M,179.97,BARTLETT,M,26,N,0,26-35,180.22
MEM726,March,PM,Samuel,385498,Nike,LeBron Xiii,Blue/Red,M,100,MEMPHIS,M,28,N,0,26-35,68.02
BAR727,March,PM,Gary,200221,Nike,Nike Free 4.0 iD,Blue,M,140,BARTLETT,M,25,N,0,18-25,150.14
BAR728,March,PM,Felipe,200195,Saucony,Saucony Triumph,Pink,W,88.89,BARTLETT,F,14,N,0,18-25,77.01
BAR729,March,PM,Felipe,385038,New Balance,W870v3,Aqua/Black,W,90.99,BARTLETT,F,44,N,0,36-45,49.86
BAR730,March,PM,Samuel,325184,Brooks,Ghost,White/Black,W,99.99,BARTLETT,F,42,N,0,36-45,67.32
MEM731,March,PM,Cindy,200234,Nike,Nike Air Zoom Elite 7,Grey/Aqua,M,110,MEMPHIS,M,31,N,0,26-35,66.22
BAR732,March,PM,Samuel,409377,Nike,Nike Air Zoom Streak 5,Red/Black,M,100,BARTLETT,M,28,N,0,26-35,63.8
GER733,March,PM,Gary,200241,Nike,LeBron Xiii,Blue,M,200,GERMANTOWN,M,21,N,0,18-25,117.74
COR734,March,PM,Felipe,200201,Saucony,Saucony Triumph,Pink,W,88.89,CORDOVA,F,14,N,0,18-25,78.91
GER735,March,PM,Felipe,410777,New Balance,W1500,Aqua/Yellow,W,116.97,GERMANTOWN,F,28,N,0,26-35,126.45
MEM736,March,PM,Samuel,385615,Nike,Nike Flyknit Air Max,Black/White,M,99.97,MEMPHIS,M,66,N,0,Over 55,27.06
MEM737,March,PM,Cindy,200258,Nike,Nike Air Zoom Structure 18,Grey/Aqua,M,155,MEMPHIS,M,13,N,0,18-25,76.36
BAR738,March,PM,Samuel,409513,Nike,Nike Air Zoom Streak 5,White/Grey,M,100,BARTLETT,M,27,N,0,26-35,87.21
GER739,March,PM,Gary,200250,Nike,Nike Free 5.0,Blue,M,140,GERMANTOWN,M,28,N,0,26-35,86.29
GER740,March,PM,Felipe,200151,Saucony,Saucony Triumph,Pink/Grey,W,88.89,GERMANTOWN,F,15,N,0,18-25,35.92
MEM741,March,PM,Samuel,364818,Nike,Nike Flyknit Air Max,Blue/Yellow,M,99.97,MEMPHIS,M,54,N,0,45-55,44.1
COL742,March,PM,Felipe,385047,New Balance,W890v4,Aqua/Yellow,W,84.97,COLLIERVILLE,F,50,N,0,45-55,95.92
GER743,March,PM,Cindy,200293,Nike,Nike Air Zoom Vomero 10,Grey/Aqua,M,140,GERMANTOWN,M,25,N,0,18-25,79.61
MEM744,March,PM,Samuel,410735,New Balance,M980 Fresh Foam Glow LE,Black/Grey,M,119.85,MEMPHIS,M,28,N,0,26-35,110.31
GER745,March,PM,Gary,200280,Nike,Nike Free 4.0 Flyknit,Blue,M,109.99,GERMANTOWN,M,13,N,0,18-25,68.2
BAR746,March,PM,Felipe,200206,Saucony,Saucony Triumph,Pink/Yellow,W,88.89,BARTLETT,F,32,N,0,26-35,67.37
MEM747,March,PM,Samuel,409389,Nike,Nike Flyknit Air Max,Grey,M,99.97,MEMPHIS,M,54,N,0,45-55,62.16
GER748,March,PM,Felipe,410747,New Balance,W1080v5,Blue/Pink/Lime,W,144.95,GERMANTOWN,F,24,N,0,18-25,44.75
MEM749,March,PM,Cindy,200216,Nike,Air Jordan 2,Grey/Blue,M,125,MEMPHIS,M,13,N,0,18-25,46.69
MEM750,March,PM,Cindy,387398,New Balance,M770v4,Black/Orange,M,62.99,MEMPHIS,M,64,N,0,Over 55,14.52
GER751,March,PM,Gary,200257,Nike,Nike Air Zoom Streak 5,Blue/Black,M,100,GERMANTOWN,M,53,N,0,45-55,90.75
BAR752,March,PM,Felipe,200132,Saucony,Saucony PowerGrid Omni,Purple,W,109.97,BARTLETT,F,21,N,0,18-25,57.72
COL753,March,PM,Samuel,409205,Brooks,Ghost,Grey/Aqua,W,99.99,COLLIERVILLE,F,21,N,0,18-25,29.11
BAR754,March,PM,Felipe,436912,New Balance,W470v4,Blue/Pink/Lime,W,74.99,BARTLETT,F,27,N,0,26-35,29.34
GER755,March,PM,Cindy,200271,Nike,Nike LunarGlide,Grey/Blue,M,120,GERMANTOWN,M,30,N,0,26-35,133.34
MEM756,March,PM,Cindy,398964,New Balance,M1540v2,Black/White,M,159.95,MEMPHIS,M,20,N,0,18-25,65.48
GER757,March,PM,Gary,200249,Nike,LeBron Xiii,Black/Red,M,174.99,GERMANTOWN,M,21,N,0,18-25,82.2
COL758,March,PM,Felipe,200153,Saucony,Saucony PowerGrid Omni,Purple,W,109.97,COLLIERVILLE,F,29,N,0,26-35,94.09
MEM759,March,PM,Samuel,409479,Nike,Nike Flyknit Air Max,Grey/Blue,M,99.97,MEMPHIS,M,32,N,0,26-35,76.81
BAR760,March,PM,Felipe,358315,New Balance,W1400v2,White/Black,W,88.99,BARTLETT,F,33,N,0,26-35,62.54
MEM761,March,PM,Bob,200275,Nike,Nike Zoom Speed Trainer,Grey/Blue,M,90,MEMPHIS,M,12,N,0,18-25,29.17
GER762,March,PM,Cindy,385040,New Balance,M870v3,Black/White,M,99.99,GERMANTOWN,M,31,N,0,26-35,38.68
BAR763,March,PM,Felipe,200179,Saucony,Saucony PowerGrid Omni,Purple,W,109.97,BARTLETT,F,14,N,0,18-25,45.82
GER764,March,PM,Felipe,200238,Nike,Nike Flyknit Lunar,Blue/Green,M,109.99,GERMANTOWN,M,21,N,0,18-25,47.93
BAR765,March,PM,Samuel,409231,Brooks,Ghost,Grey/Blue,W,99.99,BARTLETT,F,34,N,0,26-35,36.17
MEM766,March,PM,Felipe,365753,New Balance,W770v4,White/Black,W,74.95,MEMPHIS,F,33,N,0,26-35,78.37
GER767,March,PM,Bob,200290,Nike,Nike Free Trainer 3.0 V3,Grey/Green,M,110,GERMANTOWN,M,46,N,0,45-55,113.97
COL768,March,PM,Cindy,436908,New Balance,M470v4,Black/White/Purple,M,57.99,COLLIERVILLE,M,42,N,0,36-45,29.48
BAR769,March,PM,Felipe,200197,Saucony,Saucony PowerGrid Omni,Purple,W,109.97,BARTLETT,F,32,N,0,26-35,119.85
COR770,March,PM,Felipe,200126,Saucony,Saucony PowerGrid Omni,White,W,109.97,CORDOVA,F,54,N,0,45-55,102.33
BAR771,March,PM,Samuel,364808,Brooks,Ghost,Orange,W,99.99,BARTLETT,F,35,N,0,26-35,45.19
GER772,March,PM,Felipe,398892,New Balance,WD800v3 Spike,White/Black,W,119.95,GERMANTOWN,F,55,N,0,45-55,84.9
MEM773,March,PM,Bob,200251,Nike,Nike Free Trainer 5.0 NRG,Grey/Orange,M,110,MEMPHIS,M,46,N,0,45-55,59.93
MEM774,March,PM,Cindy,410767,New Balance,M670,Blue,M,66.99,MEMPHIS,M,30,N,0,26-35,20.2
MEM775,March,PM,Felipe,200136,Saucony,Saucony PowerGrid Omni,Purple/Pink,W,109.97,MEMPHIS,F,19,N,0,18-25,113.49
COR776,March,PM,Felipe,200134,Saucony,Saucony PowerGrid Omni,White,W,109.97,CORDOVA,F,32,N,0,26-35,100.55
MEM777,March,PM,Samuel,385551,Brooks,Ghost,Orange/Black,W,99.99,MEMPHIS,F,55,N,0,45-55,80
BAR778,March,PM,Felipe,387409,New Balance,WT980 Fresh Foam,White/Black,W,87.99,BARTLETT,F,34,N,0,26-35,77.86
MEM779,March,PM,Bob,200230,Nike,Nike Free Trainer 5.0 iD,Grey/Red,M,110,MEMPHIS,M,27,N,0,26-35,98.28
BAR780,March,PM,Cindy,385051,New Balance,M980 Fresh Foam,Blue,M,82.97,BARTLETT,M,51,N,0,45-55,83.72
GER781,March,PM,Felipe,200141,Saucony,Saucony PowerGrid Omni,Purple/Pink,W,109.97,GERMANTOWN,F,23,N,0,18-25,105.73
MEM782,March,PM,Felipe,200142,Saucony,Saucony PowerGrid Omni,White,W,109.97,MEMPHIS,F,38,N,0,36-45,40.78
MEM783,March,PM,Samuel,364600,Brooks,Ghost,Red/Black,W,99.99,MEMPHIS,F,22,N,0,18-25,28.98
GER784,March,PM,Felipe,387377,New Balance,WD800v3 Spike,Blue,W,119.95,GERMANTOWN,F,34,N,0,26-35,102.49
MEM785,March,PM,Bob,200246,Nike,Nike Zoom Speed Trainer,Grey/White,M,90,MEMPHIS,M,53,N,0,45-55,41.08
BAR786,March,PM,Bob,410741,New Balance,MT980,Blue,M,87.99,BARTLETT,M,18,N,0,18-25,69.33
GER787,March,PM,Ashley,200166,Saucony,Saucony PowerGrid Omni,Purple/Pink,W,109.97,GERMANTOWN,F,46,N,0,45-55,50.29
COR788,March,PM,Felipe,200143,Saucony,Saucony PowerGrid Omni,White,W,109.97,CORDOVA,F,25,N,0,18-25,38.87
MEM789,March,PM,Samuel,409238,Brooks,Ghost,White,W,99.99,MEMPHIS,F,29,N,0,26-35,81.17
BAR790,March,PM,Felipe,398970,New Balance,WT980 Fresh Foam,Blue/Green,W,87.99,BARTLETT,F,36,N,0,36-45,72.37
GER791,March,PM,Bob,200287,Nike,Nike Free Trainer 5.0,Grey/White/Green,M,110,GERMANTOWN,M,16,N,0,18-25,73.41
BAR792,March,PM,Bob,398901,New Balance,MSD400v2 Spike,Blue/Black,M,109.95,BARTLETT,M,34,N,0,26-35,46.77
COR793,March,PM,Ashley,200131,Saucony,Saucony PowerGrid Omni,Purple/Red,W,109.97,CORDOVA,F,19,N,0,18-25,78.4
BAR794,March,PM,Felipe,200145,Saucony,Saucony PowerGrid Omni,White,W,109.97,BARTLETT,F,32,N,0,26-35,73.96
BAR795,March,PM,Samuel,385622,Brooks,Ghost,White,W,99.99,BARTLETT,F,21,N,0,18-25,81.17
GER796,March,PM,Felipe,385043,New Balance,W1080v4,Blue/Pink/White,W,84.97,GERMANTOWN,F,49,N,0,45-55,38.15
GER797,March,PM,Felipe,377235,New Balance,W4090,Blue/Pink/White,W,55.99,GERMANTOWN,F,69,N,0,Over 55,21.46
MEM798,March,PM,Bob,200236,Nike,Nike Lunar Eclipse,Grey/Yellow,M,135,MEMPHIS,M,33,N,0,26-35,66.86
BAR799,March,PM,Bob,341560,New Balance,M940v2,Blue/Blue,M,119.95,BARTLETT,M,43,N,0,36-45,132.6
COL800,March,PM,Ashley,200139,Saucony,Saucony PowerGrid Omni,Purple/White,W,109.97,COLLIERVILLE,F,22,N,0,18-25,47.38
GER801,March,PM,Gary,200146,Saucony,Saucony PowerGrid Omni,White,W,109.97,GERMANTOWN,F,48,N,0,45-55,96.3
BAR802,March,PM,Samuel,364808,Brooks,Ghost,Orange,W,99.99,BARTLETT,F,35,N,0,26-35,48.85
COL803,March,PM,Felipe,387371,New Balance,W3040,Blue/White,W,159.95,COLLIERVILLE,F,31,N,0,26-35,115.31
MEM804,March,PM,Bob,200222,Nike,Nike Free 4.0 Flyknit,Multi/Black,M,109.99,MEMPHIS,M,19,N,0,18-25,52.9
MEM805,March,PM,Bob,365734,New Balance,M1080v4,Blue/Green,M,106.97,MEMPHIS,M,45,N,0,36-45,114.46
COL806,March,PM,Ashley,200159,Saucony,Saucony PowerGrid Omni,Red/Blue,W,109.97,COLLIERVILLE,F,33,N,0,26-35,70.93
MEM807,March,PM,Gary,200154,Nike,Nike AF-1 Ultra Force Mid,White,W,110,MEMPHIS,F,33,N,0,26-35,97
MEM808,March,PM,Samuel,385551,Nike,LeBron 12 iD,Orange/Black,M,245,MEMPHIS,M,20,N,0,18-25,73.38
MEM809,March,PM,Felipe,398896,New Balance,WD800v3 Spike,Green/Pink,W,119.95,MEMPHIS,F,40,N,0,36-45,126.23
